review,aspects,opinions,aspect_categories,length
华为的质量信得过忠实的粉丝帮别人买和给自己买算了下都有7部手机了前段时间老婆使用快三年的手机不小心把屏幕摔裂信号也变差了不稳定拿去修要六百多块太贵了干脆就给老婆换了个新的买了这款手感很好大小重量合适采用最新的7纳米处理器系统反应快4800万像素摄像头拍的照片很清晰屏幕大看电影超级爽音效方面非常给力不打游戏业务重度使用续航一天没问题不错的华为支持国产,"华为,质量,粉丝,帮别人,部手机,前段时间,老婆,手机,小心,屏幕,信号,变差,太贵,老婆,手感,重量,处理器,系统,像素,摄像头,照片,屏幕,电影,爽,音效,方面,力,业务,重度,续航,问题,华为,国产","忠实,稳定,合适,清晰,不错","性能,价格,续航,系统,屏幕,拍照",175
屏幕大很方正而且摄像头的升降很流畅侧面指纹识别也很快810的处理器平时打电话玩游戏都很顺畅音量也很好关键是老人家挺喜欢适合平时出去玩电量很耐用白色的颜色很精致只是充电电源是5伏2安希望以后加强,"屏幕,方正,摄像头,指纹识别,处理器,玩游戏,音量,关键,老人家,出去玩,电量,白色,颜色,电源,伏,安","流畅,顺畅,耐用,精致","性能,拍照,屏幕,外观",96
外形外观面板是全面屏很清晰也很宽广感觉很爽很酷后机身是玻璃盖板在灯线角度的变化下还能划一道彩虹可以说拿起来接电话的时候很吸睛了,"外形,外观,面板,全面,感觉,机身,玻璃,盖板,灯线,角度,时候,吸睛","清晰,宽广,很爽,很酷",外观,63
拍照效果拍照功能多样专业和齐全像素超高噪点少拍出来的照片很清晰,"效果,功能,专业,齐全,像素,噪点,照片",清晰,拍照,31
运行速度运行速度流畅不卡顿从买回来到现在还没有一次卡顿可能是因为810的加持和处理性能的优化吧,"速度,速度,性能",流畅,性能,47
待机时间我现在是轻度使用两三天一冲如果是手机重度用户的话得一天半一冲吧,"待机时间,手机,重度,用户",,续航,35
其他特色升降摄像头很值得把玩科技感爆棚但是生活中很少用到自拍隐藏起来为屏幕看起来更全面也是情理之中侧边指纹识别也很新颖识别速度很快方便很人性化的设计节省了不少解锁时间和提高了解锁效率,"特色,摄像头,科技,爆棚,屏幕,全面,指纹识别,速度,人性化,节省,时间,效率","新颖,方便","性能,拍照,屏幕",91
性价比很高安兔兔评测286119国产良心之作搭载麒麟810旗舰级芯片4000mAh超强续航电池真的很耐用用了很久才消耗了一点电4800万超清夜拍放大也跟清晰前置升降摄像头659英寸升降全面屏很惊喜总体不错为国产机点赞,"性价比,高安,国产,作,麒麟,芯片,续航,电池,消耗,电,前置,摄像头,英寸,全面,总体,国产机","良心,耐用,清晰,惊喜,不错","价格,拍照,续航,性能",108
手机已收到次日达很快,手机,,其他,10
手机全面屏使用很顺畅弹出式摄像头不错,"手机,全面,屏,弹出式,摄像头","顺畅,不错",拍照,18
给老爸买的目前刚开始使用感觉很不错值得购买,"老爸,感觉",不错,其他,21
性价比超高的手机第一个给妈妈买的可惜当时没有红色的买的蓝色的看到有红色的了果断下单又买了一部蓝色的给爸爸红色的给妈妈手感很好机器速度很快很流畅手感特别好屏幕够大老人看字也清楚很好的手机,"性价比,手机,妈妈,红色,蓝色,红色,下单,蓝色,爸爸,红色,妈妈,手感,机器,速度,手感,屏幕,老人,字,手机","流畅,清楚,很好","价格,屏幕,性能",92
外形外观非常漂亮不像1000多的机子屏幕效果也不错声音效果很好喇叭设计的好后盖是曲面很漂亮运行速度很流畅4000毫安的待机一天足够轻度用机两天差不多,"外形,外观,机子,屏幕,效果,声音,效果,喇叭,曲面,很漂亮,速度,待机,机","漂亮,不错,流畅","外观,续航,屏幕,性能",74
外形外观手机很好看的手感也很好的,"外形,外观,手机,手感",很好,外观,16
屏幕音效看视频很清晰用着感觉非常好,"屏幕,音效,视频,感觉",清晰,屏幕,17
拍照效果拍照很清楚的效果不错,"效果,效果","清楚,不错",其他,14
运行速度用了十几天了感觉挺快的,"速度,感觉",,性能,15
待机时间4000毫安的电池感觉挺耐用的充电也很快,"待机时间,电池,感觉",耐用,续航,24
其他特色手机整体感觉非常好就是全屏的没有返回键用着还不太习惯用一段时间就会好的指纹解锁在侧面的按键上一体的非常方便非常喜欢的一个手机,"特色,手机,整体,感觉,全屏,键,习惯,指纹,按键,一体,手机",方便,其他,66
收到宝贝感觉很喜欢3D幻变玻璃机身各种方向看着很有质感还有两个新工艺1侧边指纹开关机键锁屏键指纹键融为一体使用起来特别方便21600万升降式摄像头自拍的时候隐藏摄像头自动弹出拍摄效果自带美颜效果3电池4000mAh续航能力超级耐用千元多的机型能有这强大的功能满足了,"宝贝,感觉,玻璃,机身,方向,质感,新工艺,指纹,键,屏键,指纹,键,升降式,摄像头,时候,摄像头,动弹,效果,自带,美颜,效果,电池,续航,能力,机型,功能","方便,耐用,强大","续航,拍照",132
送给婆婆的婆婆一直说华为好还没用过大屏幕的手机呢所以想给她个惊喜果真婆婆非常喜欢原本手机容量太小还一直卡机现在用着流畅下载了好多东西还可以看她喜欢的电视剧了颜色外观都满意现在每天机不离手了,"婆婆,婆婆,华为,大屏幕,手机,婆婆,原本,手机,容量,太小,卡机,东西,电视剧,颜色,外观","惊喜,流畅","外观,屏幕",94
外形外观外观特别漂亮特别好看我买的这款是蓝色的看起来特别酷,"外形,外观,外观,蓝色,酷",漂亮,外观,29
屏幕音效屏幕音效什么的都很清晰也很好听,"屏幕,音效,屏幕,音效",清晰,屏幕,19
拍照效果像素特别高后置双摄照也特别清晰,"效果,像素,后置",清晰,拍照,19
其他特色 特别是那个侧面指纹特别特别舒服用起来特别舒服,"特色,指纹","舒服,舒服",其他,27
待机时间之前好玩的大电池特别耐用不充电能玩一整天真爽你也不用冲着玩着了,"待机时间,大,电池","耐用,真爽",续航,35
运行速度运行速度特别快一点也不卡玩游戏特别爽,"速度,速度,卡,玩游戏,爽",,性能,22
指纹解锁超级快基本手提头放上去就解锁了屏幕触摸也挺准的这是买的第二台9X了第一台用了一个多月了一点也不卡打游戏开到最高清晰度最好的效果低帧率也一点都不卡因为好用家里人换手机就直接又买了9X蓝色很漂亮中性男女都能用不张扬最喜欢的还是侧边指纹手机放在包里直接就能解锁看时间看信息不用特意拿出来了手机没有发热的现象充满电看视频用一个下午回家的时候还有40左右的电,"指纹,基本,手提,头,屏幕,卡,清晰度,效果,卡,手机,蓝色,很漂亮,中性,男女,张扬,指纹,手机,时间,信息,手机,现象,电,视频,回家,时候,电","最高,最好,直接,直接,充满","外观,拍照,屏幕",178
外形外观很好看漂亮,"外形,外观",漂亮,外观,9
拍照效果特别清晰特别漂亮,效果,"清晰,漂亮",其他,12
运行速度特别快一点不卡,"速度,不卡",,性能,11
待机时间打游戏电话玩就是两天还可以吧,"待机时间,电话",,续航,18
给老爸买的手机他的手机内存有点小运行的太慢看这个手机不错立马下单就买了老爸特别喜欢特别高兴,"老爸,手机,手机,内存,有点,手机,立马,下单,老爸","太慢,不错",其他,45
外形外观手机挺大个的屏幕也大字体清晰手机也挺重的,"外形,外观,手机,屏幕,大字体,手机","清晰,挺重","外观,屏幕",24
屏幕音效大屏清晰音效可以没有想象中声音那么大感觉声音不清脆比较闷,"屏幕,音效,大屏,音效,想象,声音,感觉,声音","清晰,清脆",屏幕,32
拍照效果拍照效果挺好的带美颜呢看着还有点不习惯呢,"效果,效果,美颜,有点,习惯",,其他,24
运行速度运行速度满意感觉特别快很好用,"速度,速度,感觉",,性能,18
待机时间待机时间差不多一天吧没有特别长时间这个要看使用情况,"待机时间,待机时间,情况",,续航,29
收到货了刚打开屏幕一亮起来就被惊艳到了用了几天之后才来评价这款机用的麒麟810玩游戏是真的很流畅温度也不高玩一整天重度使用完全足够屏幕非常漂亮就是摄像头比不上自己用的mate20这款手机是拿来玩游戏的最主要是这款机性价比非常高准备以后都换荣耀华为,"货,屏幕,评价,机用,麒麟,玩游戏,温度,重度,屏幕,摄像头,手机,玩游戏,机,性价比,荣耀,华为","惊艳,流畅,完全,漂亮","价格,拍照,屏幕",123
外形外观外观很漂亮屏幕很大看电视很爽看起来很舒服,"外形,外观,外观,很漂亮,屏幕","很大,很爽,舒服","外观,屏幕",24
屏幕音效全屏设置音质也很好很流畅,"屏幕,音效,全屏,音质",流畅,屏幕,16
拍照效果像素就更不用说了这个价位能配置这个像素是非常棒了很清晰比之前的那个手机像素感觉高了一倍都不止,"效果,像素,价位,像素,手机,像素,感觉",清晰,拍照,50
运行速度运行速度也很不错有时会有点卡但卸载后在装下就好了客服解决的不错,"速度,速度,有点,卡,装下,客服","不错,不错","性能,服务",35
待机时间待机时间非常好晚上充满电基本一天都够用了不用反复充电了,"待机时间,待机时间,电,基本",充满,续航,31
手机这是第三个了很不错这大屏玩起游戏来别提有多爽哈哈看电影灰常清晰这个大红颜色一个字骚麒麟810够用了主流游戏干就完了没毛病电池重度使用一天吧做到这样已经很不错了加油,"手机,大屏,游戏,别提,电影,灰,颜色,字骚,麒麟,游戏,毛病,电池,重度","不错,多爽,清晰,不错","外观,续航",83
外形外观目前最漂亮的全面屏外观符合我的要求男女都适合,"外形,外观,全面,屏,外观,男女",漂亮,外观,26
屏幕音效全面屏太棒了音效比想象的要好,"屏幕,音效,全面,屏,太棒了,音效,想象",,屏幕,18
拍照效果拍照棒极了特别是夜景简直了太美了,"效果,棒极了,夜景",太美,其他,20
运行速度速度没得说绝对这价位机皇,"速度,速度,价位,机皇",,性能,16
待机时间重度使用一天没问题,"待机时间,重度,问题",,续航,13
其他特色留有耳机孔很棒,"特色,耳机,孔",很棒,其他,11
外形外观漂亮大方很好看手感出色,"外形,外观,大方,手感",漂亮,外观,15
屏幕音效屏幕显示效果很好尤其是颜色远秒杀某米对应的机子,"屏幕,音效,屏幕显示,效果,颜色,秒杀,机子",,"外观,屏幕",27
其他特色麒麟810处理器性能相当出色平常使用相当流畅游戏开最高画质流畅不卡而且发热量低不烫相当满意 系统优化相当出色顺滑感不输苹果电池相当耐用出色侧面指纹相当顺手好用,"特色,麒麟,处理器,性能,游戏,画质,不卡,发热量,系统优化,苹果,电池,指纹","平常,流畅,最高,流畅,耐用","性能,续航,系统",83
给老妈买的她很喜欢原先买的8x用坏了新换成这个9x一直都是华为粉荣耀粉这次也没有让我失望手机屏很大很清楚拍照效果也很好感觉带点美颜的效果待机时间也很长一天充一次电就可以了而且红色很漂亮,"老妈,华为,粉,荣耀,粉,手机,屏,效果,感觉,美颜,效果,待机时间,电,红色,很漂亮","很大,清楚","续航,外观",92
华为荣耀9X这款手机配置确实值得点赞值得拥有,"华为,荣耀,手机",确实,其他,22
麒麟810的CPU653的全面屏前置升降摄像头,"麒麟,全面,屏,前置,摄像头",,拍照,23
4000的电池6G运存128G的大储存,"电池,运存,大,储存",,续航,19
实际操作起来非常流畅自然,实际操作,流畅,系统,12
非常神速的快递上午付尾款下午就送货上门了,"神速,尾款",,其他,20
新发布的全球性价比最高的手机了老丈人换手机立马建议买这款颜值很高配置丰富全面屏用着很舒服虽然本人现在使用苹果手机但确实有转华为的打算苹果手机虽然给人的用户体验很不错反应流畅在不升级的情况下但电池续航能力真的差的纯粹没法用言语来形容了而且也没有快充老丈人昨晚手机充满电今天正常使用一天仅消耗掉13的电量那么大的屏确实非常节能了后期继续关注其他使用情况另外的话实体店低配版和中配版基本处于断货状态是不是卖太火了喔京东商城现货今天下单第二天就可以收到货确实不错哈加油华为,"全球,性价比,手机,老丈人,手机,立马,建议,颜值,全面,苹果,手机,华为,苹果,手机,用户,体验,情况,电池,续航,能力,言语,形容,老丈人,手机,电,电量,屏,情况,实体店,基本,断货,状态,太火,京东,商城,现货,下单,货,哈,华为","最高,丰富,舒服,确实,不错,流畅,纯粹,充满,确实,确实,不错","价格,外观,续航",232
